date	content
2017/4/17	成功爭取實質避險TMU顧客。中心主動出擊，與誼○張副總、蔡副總討論匯率議題，其收款以美元為主，付款則多為台幣，由於台幣升值，近期因而惜售美元，當下積極爭取外存，順利爭取公司安排匯入新資金150萬美元，此外，也與之交流SWAP、遠匯等，並積極與財金處聯繫並協調拜訪時間，提供匯率避險工具與產品資訊，感謝TMO的大力協助，本週順利成交SWAP100萬美元，後續將持續努力經營，創造更多收益與多元往來。
2017/4/17	有效布局集團海內外服務。統○集團為國內食品大廠，集團海內外布局完整，主要生產基地座落中國、越南，與本行亞洲布局吻合，在集團財務經理協助下，順利與越南廠陳財務長取得聯繫，陳財務長表示越南廠為集團東南亞最大轉投資，年營業額逾新臺幣100億元，資金操作模式主要為開立美元信用狀向境外採購，到單後轉境內越南盾融資，故目前授信額度主要建立於越南境內，因應公司之操作模式與資金需求，中心已將跨境服務予同奈分行評估，期透過本行海內外合作，滿足優質顧客跨境需求，創造本行價值。
2017/4/17	配合政府政策，發展綠色金融。帛○鐵工廠股份有限公司主要從事螺絲、螺帽等製品表面處理加工。本次係由鑫○能源(授信戶)徐董介紹取得與朱董拜會契機，會談中得知除本業外，朱董另有投資太陽能電廠，目前集團(博○能源、帛○金屬、金○綠能)電廠總數量共計162座，其中已融資案場約10座，總發電量約4,680KW；本行與鑫○配合太陽能融資的服務及效率深受公司好評，再加上朱董與徐董關係要好，顧客隨即答應提供博○能源名下57座電廠相關資料進行評估，用心做好每一次服務贏得顧客信賴，再透過MGM拓展新戶，定能持續為本行帶進優質客群。
2017/4/17	發揮整合行銷力，創造客我新價值。聯○集團主要從事PCB製程中的油墨買賣業務，代理日本TAIYO(太陽)PCB油墨，德國AKEMI建築用養護化學材料、台灣SATLON環氧樹脂施工膠等商品，2016營收約為人民幣1億，淨利為人民幣22佰萬。因顧客本身不缺營運資金，且閒置資金都投資在大陸境內理財商品或房地產中，RMTeam將此商機及潛在需求傳達予香港分行理專，由理專提供境外理財產品相關資訊，成功引起顧客興趣，爭取理財業務往來，2015年創造理財收益新臺幣200萬元。2016年RMTeam持續追蹤與更深度的KYC，陸續規劃LombardLoan與LombardPlus額度。2016年顧客於本行的理財收益為350萬元。今年3月顧客也動用LombardPlus進行理財投資，預估能創造更多的理財收益。本案成功關鍵在於落實KYC及結合海外平台資源，給予顧客適合的產品及建議，加上團隊合作與本行跨境平台的優勢，終於成功爭取到顧客的信任，成為顧客首選銀行，未來仍有許多商機可再發酵。
2017/4/23	台南企金中心：光○係國內LED利基型廠商，經營穩健。去年10月得知公司樹谷新廠將落成啟用，積極約訪公司規劃廠辦融資額度。公司土地原設定予彰○，本行申請額度速度較同業早1個月，讓公司總經理留下深刻印象，雖同業條件較本行為優，終獲公司肯定，順利撥款長擔8,000萬元，後續亦將陸續動撥，提升中心放款量外，也增加顧客往來深度。(卓明弘副理)
2017/4/23	高雄企金中心：巨○為國內第二大不銹鋼廠唐○主要採購對象，在顧客額度續約之際，透過密切拜訪、提供額度規劃、市場分析及企網銀問題解決等互動，專業度獲老闆娘認同，允諾將最大銷售對象唐○之金流轉至本行，每月金流約新台幣9,000萬元，將挹注匯入款及台幣活存實績，掌握公司收存轉匯付業務，發揮顧客經營價值。(戴妤珈助襄)
2017/4/23	新竹企金中小組：日○玻璃公司係從事化妝品玻璃容器產銷業務，外銷比重佔50%以上，各項金流、薪轉與外匯等業務均以本行為主力，往來狀況良好，透過期中拜會前往拜訪。因近期廠區進行窯爐翻修作業，預估花費3,000多萬元，RMTeam了解相關情形後，針對窯爐翻修主動規劃額度，深獲顧客滿意。顧客已進行相關資料準備，若本案順利承作，預估可挹注本行信保餘額1,500萬元。信保為本行重點業務，善用信保資源，一方面滿足顧客需求，另一方面亦可確保本行債權，持續為本行SME增添成長動能。
2017/4/23	展現效率與服務，爭取廠辦融資業務。均○公司主要從事半導體設備生產，產品應用於後端製成，主要顧客包含台○電、日○光、超○等大廠。近年準備公發計畫，逐步擴充廠房，將於新竹台元科技園區購置廠房自用，RMTEAM掌握資訊後，搶先同業估價及額度規劃，本週順利獲得顧客允諾，將由本行申請長擔額度0.86億元。本案雖然同業以低利率競價，惟中心提前布局商機，展現效率與專業順利爭取，未來亦有利爭取IPO協辦等業務往來，創造客我最大價值。
2017/4/23	整合跨境服務，提高顧客心佔率。加○為國內第二大石英元件廠，營收28億元，財務結構佳。中心延伸經營負責人投資公司業務，協同中國子行規劃內保外貸，解決公司資金面臨人民幣貶值痛點；接續利用香港平台，完成港存台貸，顧客端於港行帳上新增USD215萬元資金。對於本行跨境服務，顧客表示相當滿意，主動提出負責人配偶香港分行開戶代對保需求，RM與CM隨即安排KYC及代對保事宜；該戶後續經營將依顧客需求，完成資產配置，深耕海外理財，創造客我價值。
2017/4/23	掌握外匯需求，帶動貿融業務。利○公司主要從事銅管、銅板等銅製品加工買賣業務，營收約新臺幣1.1億元，為北部大型銅金屬貿易商，另一關係戶為利○興業股份有限公司，合併營收近新臺幣9億元。為因應外購內銷之交易特性，合計規劃信用狀140萬美元及曝險額度80萬美元，預估開狀手續費一年可達10萬元。在與負責人對保洽談時，談論近日金融業生態，其對本行服務精神之維持相當讚賞，亦表示對E化降低成本的支持，後續將以企網銀作為派生業務重點，爭取更多派生業務往來之機會。
2017/4/23	客我雙贏來自適時有價的服務。惠○公司主要從事LED晶粒/晶圓點測機製造組裝，因公司收款幣別多為美金，適逢月底有近1億貨款需支付台幣的需求，近期藉由台幣強升議題RMTeam隨即偕同分行經理到公司爭取SWAP往來以進行匯率避險，因同業土○和中○同時積極向公司爭取SWAP業務，RMTeam與財金處溝通後向公司展現本行誠意，給出優於同業的報價，獲得總經理肯定，並於隔二日立即承作500萬美元SWAP交易，再次為分行創造獲利。對於舊戶深耕，RMTeam應隨時掌握顧客動向並早於同業出擊，避免再度進入價格競爭，並可創造出客我雙贏。
2017/5/2	新莊企金中大組：振○從事工業電腦POS產銷，並於2016年併購美國自助式服務設備商K○OSK。集團為使K○OSK接單逐步擴及全美，擬與美國銀行往來，並申請週轉額度，RMTeam第一時間得知消息遂與公司討論架構，由中心申請擔保信用狀額度供美國使用，創造手收80萬元。隨時掌握公司動態，搶得先機，創造客我往來最大價值。
2017/5/2	台中企金中大組：益○從事展示架、倉儲設備製造，營運模式為外銷內購，收美元付新臺幣。近期因美元匯率貶值，中心常就外匯避險議題向公司做建議，本週成交SWAP逾200萬美元；本週中心亦協同玉證承銷共同拜訪，爭取公司IPO上櫃協辦資格，黃執行長表示，與玉山要朝夥伴關係邁進，越來越緊密。中心掌握趨勢，提供優質服務，成功讓公司成為本行廣宣代言人。
2017/5/2	高雄企金中小組：頻○公司主要生產直流電源轉換器、交流對直流電源轉換器，為出口導向，營收約7億元，收款以美金為主，與銀行間往來封閉，皆為公股行庫。公司為4月初首度往來，因近期美金兌換台幣匯率升破30大關，公司營運模式為收款美金，付款台幣，目前於本行存款約200萬美元，以美金存單作為擔保，借款台幣使用，顧客對於本行金流及工具操作上表示滿意，後續匯入160萬美元。藉由近期強勢台幣作為行銷，並積極爭取VIP顧客至本行，誰能掌握最多忠誠的VIP，誰就是最後的贏家。
2017/5/2	提供授信與避險解決方案。和○主要在大陸從事汽車租賃及設備分期業務，隨業務穩定成長，有中長期資金需求，本行之前規劃OBU中放額度美金810萬元，因近年人民幣貶值，公司在境外以美元借款意願低，於是RM向公司建議可與當地外銀以CCS做為避險工具，OBU中放810萬美元得以順利貸放，承做利率約2.9%，提高授信平均餘額及利差。另公司與東莞分行已建立授信往來，因應公司資金需求及中長期業務發展，擬申請提高自貸額度需求，後續子行亦在下半年規畫籌組聯畫，將與子行掌握商機，滿足其跨境服務需求。
2017/5/2	深耕優職顧客，推動跨境融資及金流服務。華○企業為大型電子材料及設備通路商，集團於美國、日本、東南亞、中國大陸已設立30多家海外事業機構，成為高科技材料、設備與技術整體解決方案的供貨商。為深耕優質顧客往來，運用本行海外平台優勢，提供集團跨境服務，目前東莞分行已評估給予集團旗下東莞華○國際額度1,000萬美元，並完成開戶事宜，此外，透過MGM爭取華○國際下游廠商立○達公司於本行開戶，以本行做為金流收款銀行，已匯入4,000萬人民幣，預估年度金流可達1.2億人民幣，藉由跨境提供顧客全方位服務。
2017/5/2	法個金分進合擊，共同創造顧客價值。德○機械公司主要從事紡織機械零件製造，由新北市遷至楊梅購地建廠，近期因訂單成長，遂有週轉金之需求，楊梅分行第一時間掌握消息轉介予RMTeam，拜會後即規劃週轉金額度，感謝分行及法金處協助，展現高效率，順利在本週完成新臺幣1,000萬元信保案件，後續仍有外匯存款、金流、企業主理財業務可深耕，法金、分行、RMTeam共同合作，充分展現英雄團隊之力量，未來將持續拓展新業務，深耕VVIP顧客。
2017/5/2	開發優質新戶，深耕派生業務。瑞○公司，成立於1993年成立，資本額2,000萬元，主要業務為專業舞台音響、燈光器材架設，集團營收約2億元。本案為RMTeam自行CALLOUT，於2017年03月中首次拜訪，RMTeam得知顧客於同業提供三處不動產市值4億元、僅借款0.8億元，立即規劃轉貸，顧客對此規劃非常滿意並即提出申請。本案特別感謝法金處配合迅速核貸，已於4/25(二)代償撥款4,600萬元，並創造50萬元非利收收益，未來仍有5,400萬元額度可動用。且目前已轉介消金著手轉貸家族房貸，未來將規劃資產活化及理財投資。效率服務與顧問式的行銷，是不斷深化VVIP顧客的關鍵，不但贏得顧客信任，亦增加本行利潤。
2017/5/8	台北企金中心：本週拜訪財務莊經理，公司為日本大○空調在台總代理，因應公司營運擴展，去年底將開狀額度提高至美金1,100萬元，檢視今年前四個月開狀實績已有美金947萬元，已超逾去年整年度開狀量，本行已成為公司貿融的主力銀行；另在換匯需求上，除每日提供匯率日報參考外，若符合價位公司則會在本行結購美金，目前台外幣存款實績0.7億元，整體貢獻度及配合情形佳。因應公司營運旺季，莊經理表示會陸續安排在本行開狀，增加外匯往來及提高非利收。
2017/5/8	台中企金中心：中心協同分行經理拜訪李董事長，適逢繳稅季節，遂建議使用本行信用卡繳稅，顧客對提供之相關優惠非常有興趣，席間交待公司財務將300萬美元匯存本行，並對本行積極態度表示讚許，後續中心將於總經理回國時進行拜訪，爭取繳稅往來。另董事長年逾7旬，有二代接班議題，將與分行配合規劃資產移轉，爭取理財業務。
2017/5/8	摩○科技公司成立於2003年，主要從事光電產品代理買賣業務，產品以發光二極體為主，20%外銷大陸與歐美，本行存款約70萬美元，屬本行外匯目標客群。該戶屬2016年流失戶，在RMTeam例行檢視手中顧客後，以因應美金匯率走低等資訊再次約訪公司，訪談中負責人尤總對美金存單質借及SWAP等業務感興趣，並同意申請存單額度，現額度已動撥生效，後續將持續深耕其他業務。透過經常性的檢視顧客，並輔以適當議題創造商機，在競爭激烈的授信市場中，方能持續創造出本行獲利價值與建立客我雙贏之局面。
2017/5/8	運用員工激勵方案，加深往來關係。本行此次擔任授信戶志○公司SPO承銷主辦行，後續將可衍生員工增資貸款需求，另財務長提出優秀員工股票獎勵想法，因應公司相關需求，本週偕同玉證承銷、財富處信託業務同仁，共同前往說明，並以員工持股信託進行規劃，期能透過跨產品線相互合作，加深顧客對本行服務的依賴度，提升本行服務價值。
2017/5/8	加強外幣放款及資產避險服務。公司為國內氧化銅、氧化鋅生產商，在RMTeam及貿融小組耕耘下，今年集團開狀改以本行為主，預估美元仟萬元，且上月亦調整最大買方匯存本行，年金流量850萬美元，為重點耕耘外匯顧客。另近期新台幣大幅升值，顧客惜售美元，中心以外存搭配授信，解決顧客短期台幣需求，近日將匯入300萬美元承作。此外，適逢繳稅季節，公司經營階層係本行世界卡顧客，亦為理財VVIP，公司感謝本行平日之專業與熱忱服務下，允諾會使用世界卡繳納稅款，成為最佳品牌代言人。
2017/5/8	掌握營運動態，布局企業理財。雋○貿易公司成立於2001年，資本額1,700萬元，從事鐵道工程車零組件買賣業務，年初拜訪得知顧客接獲台灣高鐵委託向日本鐵道工程車原廠採購零組件之合約，合約總金額約日幣4億元，RMTeam即向顧客建議申請曝險額度承作遠匯以降低未來支付日幣之匯兌風險，本週順利承作第一筆遠匯，交易量為3,560萬日元，TMU手收貢獻為11萬元，近期將再承作第二筆遠匯，預計交易量為2億日元，此次透過走動式拜訪深入瞭解顧客端各方面需求，並即時提供各方面解決方案，將可創造本行多元產品線之商機。
2017/5/8	透過跨平台整合，深耕優質客群。東○信超股份有限公司成立於1987年，實收資本額1.2億元。主要營業項目為安規及電磁相容認證測試，公司主要協助廠商申請世界各國安規驗證及各類電子產品委託測試，營運模式為收到送檢客戶之樣品，於自有實驗室進行檢測，最後代送認證取得相關標章。因大陸東莞子公司，規畫於上海自貿區設立新公司，故有資金需求。本次以十足存單規劃額度，開StandbyL/C，收手續費84萬元，額度設定費13.5萬元，對本行非利收貢獻頗佳，將持續深耕派生業務，爭取更多產品往來。
2017/5/15	桃園企金中大組：陳董事長為資產型顧客，其私人投資公司帳上有人民幣與美金閒置存款，透過香港理專分享市場與產品資訊，顧客滿意本行提出之資產配置規劃建議，經過評估後決定申購產品，本週私人投資公司成交了400萬人民幣及30萬美元之結構型商品，本行獲利50萬元。此外，顧客亦於香港存款開戶，後續將爭取核心企業於玉山香港配合授信與理財，創造本行最大綜效。
2017/5/15	高雄企金中大組：華○為大型電子材料及設備通路商，集團設立30多家海外事業機構，中心提供跨境服務，透過中國子行評估給予東莞華○額度1,000萬美元，並完成開戶事宜。另透過MGM爭取下游廠商立○達於本行開戶並匯入4,000萬人民幣，年度金流可達1.2億人民幣。後續偕同私人銀行部及稅務小組，建議集團投資公司規劃信託架構，並完成香港開戶事宜。未來將善用跨境服務與平台，創造顧客與玉山價值。
2017/5/15	南台中企金中小組：○賀公司為精密金屬模具製造商，銷售對象以上市光學及光電廠為主，成立至今即與台○銀往來，透過SBIR名單電訪行銷創新發展專案貸款後追蹤至今，二年前爭取精密園區二期建廠融資未果，但二年來仍持續拜訪追蹤，於2016年底得知建廠完成並有購買設備需求，進而再次積極爭取資金規劃，最終獲得王董及財務主任的信賴與肯定，於本週成功代償台○銀廠辦1億，並同意移轉金流及150名員工薪轉至本行往來。電訪為新戶開發基本功，唯有持之以恆追蹤，才能於關鍵時刻發掘優質顧客潛在商機，創造客我雙贏，提升新戶動能。
2017/5/15	搶攻顧客心佔率，聯貸主辦再下一城。本週舉辦公司3年期6.5億元聯貸簽約，這是本行第5次主辦該公司聯貸案，本行邀請劉董事長偕同二兒子及財務副總餐敘，劉董表示玉山銀行是公司很重要的靠山、長期支持的夥伴，並主動預約兩年後可搭配關係企業達○國際-墨西哥廠，籌組下一次跨境聯貸案，邀請LA分行前往訪廠。一次的服務、終生的朋友，中心將持續深耕顧客關係，爭取關係企業金流及企業主理財業務，再創佳績。
2017/5/15	首選對首選，四度蟬聯聯貸主辦資格。台○公司為中心優質顧客，16年集團毛利貢獻逾700萬元，年初公告擬在台投資約15億元，引來同業爭相拜訪，布局融資案。為讓總行充分掌握顧客經營利基，增進客我關係，積極安排隆政副總及聯貸PM拜會公司陳總，訪談中了解陳總如何透過數據分析掌握業務開發及成本控管動態，經營管理之用心深獲本行肯定。會後立即啟動融資規劃，期間雖遇同業低價搶標，但因本行從高層關係到各產品線日常服務，最終得以優於同業條件四度蟬聯聯貸主辦資格，充分展現團隊合作之震撼力。
2017/5/15	關注法令變化，機會就在自家檔案室。山○公司為分行及RMTeam追蹤已久之新戶，公司資本額1,000萬元，近期透過SME新夥伴專案再次拜訪公司，負責人杜小姐及配偶謝先生名下共計5處不動產，因感受本行積極且熱忱爭取，擬分別提供兩戶不動產予本行評估，洽談過程中得知負責人膝下有五名子女，並於多年前陸續將資產轉移予子女，希望達到節稅效果，分行與RMTeam便向顧客分享本行類全委之產品，同時可達到資產保全又能有投資收益，後續再次偕同理專同仁前往說明，最終順利承作新臺幣1,000萬元，貢獻分行手收新臺幣60萬元。
2017/5/15	拓展法金跨境貿融，提供顧客專業服務。S○公司成立多年，從事百貨商品貿易業務，本行進出口重要顧客，繼今年以來成功自同業爭取進口信用狀業務後，目前已成功開立7筆信用狀，期間亦為公司解決多次信用狀問題，公司負責人連小姐對於本行外匯專業讚許有嘉，本次成功行銷關鍵在於本行有溫度的服務，並有耐心解決顧客問題，且顧客對於本行行外匯專業有信任感，後續將追蹤公司於新加坡同業投資理財部位，增加客我往來綿密度。
2017/5/22	台中企金中大組：○公司為不銹鋼加工業，外銷比重達9成，今年受匯損所苦，主要以承做SWAP及存款質借因應，近期於本行承做SWAP部位達630萬美元。此外，瞭解顧客痛點後，與財富職系共同出擊，提供美元計價，穩健型基金，顧客評估配息報酬率能彌補匯損，本週申購兩檔債券基金共100萬美元，發揮整合力，成為高端VIP的最愛。
2017/5/22	高雄企金中大組：本週拜訪長○集團，集團致力於生產不飽和聚酯樹脂等各類酯類，為國際化工知名大廠，海外佈局完善，大陸設有十七座工廠，陸續有擴廠計畫，財務長表示對本行專業及效率肯定，主動提及蘇州廠有人民幣1.6億元融資需求，目前著手爭取評估，並於東莞分行存入人民幣2,000萬元，往來關係持續加深中，將持續善用跨境平台，提供集團海外整合性服務，在跨境服務上，能再攻下一城，成功搶佔顧客心佔率！
2017/5/22	北區環金環金組：訊○集團營運25年，主要從事PC散熱模組的生?和銷售，擁有自有品牌，隨著公司規模的不斷擴大，產品範圍也陸續擴大到CPU散熱裝置、電腦機殼等，現集團於本行香港存款逾2,000萬美元，2017年理財成交金額逾2,300萬美元，分析往來關係能越發成功之關鍵，該集團於2015年與本行建立往來，即由海內、外環金RMTeam搭配分行及理專團隊形成VVIP服務金三角團隊，有別於同業跟私人銀行僅能提供單一產品線服務更為豐富，董事長與財務長表示，與玉山往來至今，玉山展現與同業截然不同的服務態度，並能貼近顧客需求，故陸續將同業資產部位匯入本行，相信能為其創造價值。此外，高資產顧客需要適時運用VVIP活動，如奧賽美術館之夜、醫者診所等專案，與其創造共同喜好、話題即回憶，在專業的基礎下，有更深厚的友誼加溫，相信終能運用團隊的力量，與之創造雙贏！
2017/5/22	跨部處合作，成功取得聯貸主辦。本週順利取得勤○公司7年期30億元聯貸主辦委任書，本次聯貸爭取相當激烈，主要往來同業台○、兆○、一○及永○銀等皆參與競價，本行成功取得主要原因：(1)有別於同業與票券公司報價方式，KYC顧客痛點，聯貸科與財金處聯手報價；(2)中心與分行長期的顧客服務，解決顧客問題並滿足高層主管需求，累積對於本行的信賴。感謝總行長官及同仁協助，中心將持續深耕顧客，創造客我雙贏。
2017/5/22	最佳的解決方案，貿融業務新突破。顧客因產品平均售價上漲、優化產品組合及成本改善，營運呈穩定表現，2017年Q1合併營收104.25億元，盈餘8.83億元，毛利率29%，然受限於產能，多採接單生產，為因應產能需求及先進製程技術提升，資本支出增至174億元(主要用於採購曝光機等機器設備)，RMTeam立即偕同貿融小組前往拜會財務部，透過貿融PM專業建議，克服開狀購買機器設備，涉及尾款驗收問題，期增加貿融業務商機。
2017/5/22	扶植中小企業並強化債權保障。巍○公司本次透過總行提供之舊戶深耕名單，成功爭取借戶3,000萬元增貸額度，本次對保時負責人龔先生對於本行服務效率與專業感到相當滿意，借戶表示與本行配合至今，公司配合業務皆以本行為主，藉由本次額度增加，允諾於月底前動用此額度，除增加3,000萬元之信保放款餘額外，更爭取10萬元手續費收入，落實顧客服務有價，創造客我雙贏。
2017/5/22	爭取優質廠辦同時拓展跨境客群。新○科技股份有限公司產品以車床、銑床、產業機械及WebBasedCNC等控制器為主，外銷市場約佔營收比重80%~90%，主要銷往大陸地區。2016年集團合併營收為22.82億元。隨業務迅速擴大，現有廠房已不敷使用，於竹科購買廠辦擴增產線，RMTeam以高效率迅速核貸並提供園區廠辦及不動產設定相關諮詢、深獲顧客認同，順利爭取於本週動撥1.92億元，同時增加本行優質廠辦及放款餘額。RMTeam將恪守80/20法則，以深耕前20%優質顧客為己任，持續創造本行績效高峰。
2017/6/5	台北企金中大組：本週中心與分行、信託部拜訪公司高總經理，高總日前購買2,000萬類全委後，近期與本行洽談其孫女自益信託業務，本次信託規劃新臺幣2,000萬元，將以期繳保險850萬元共分2期存入，未來孳息及本金將支付孫女之學費及零用金，未來除將持續深耕高總家族理財業務外，將複製成功經驗，繼續耕耘中大組VVIP客群。
2017/6/5	桃園企金中大組：中心評估迅○帳上美元存款部位高，加上近期台幣升值惜售美元，建議以SWAP於期初先取得台幣資金運用，經公司內部討論，同意採用中心提出方案，成交SWAP330萬美元，創造本行獲利，月底並再度安排動用額度，後續將持續用心經營顧客，贏得顧客滿意，並與顧客共創雙贏。
2017/6/5	北區環金環金組：6/2本行與KPMG合辦「南向導航家-前進緬甸」業務說明會，當天中午雖突下起超級豪雨，台北市區更多處淹水，但說明會仍於14:00準時開始，且與會貴賓出席率極高，現場還需緊急添加臨時座位，講師仰光台灣貿易中心葉人誠主任及KPMG楊樹芝會計師均對本行感到非常佩服，如此惡劣的天氣，但玉山邀請的賓客參與率卻是如此高昂，其中不乏許多曾至緬甸考察的產業大戶，二位一直稱讚玉山對細節的用心，從籌備人員在前期的規劃、安排至會議當天的展現，完全不亞於一級的國際會議水準，充分感受到玉山的不一樣。研討會的主題內容豐富也讓貴賓極為滿意，尤其是北環VVIP-○特集團王董事長的經驗分享更是讓大家收獲滿滿，本行的跨境資金規劃案例分享引起顧客的回響。會後許多貴賓也與仰光、同奈分行同仁有許多的交流，即時充份感受到玉山團隊的整合能力，當天即有多組貴賓表達要玉山同仁再去公司拜訪，希望和本行有更進一步的業務配合。深耕台灣、佈局亞洲，玉山以專業團隊提供全方位的跨境金融服務，相信我們一定是跨境企業的最佳好夥伴。
2017/6/5	深耕顧客，順利取得第4次聯貸主辦。星○為國內最大體育用品代理通路集團，受惠近年運動風氣盛行、營運穩健成長，考量集團中期發展規劃，擬籌組新臺幣20億元聯貸，因購置不動產需求及納入子公司摩○頓為共同借款人，金額較前次本行主辦12億元聯貸為高。本次聯貸有多家同業表態爭取主辦，面臨同業強力價格競爭，惟顧客考量前3次本行主辦經驗佳，一路陪伴公司成長，且最了解公司需求，成為本行勝出的關鍵；感謝總行的規劃與支持，成為中心最強力的後盾，方能順利取得第4次主辦委任書，後續中心將持續努力，開拓本行市場聲量。
2017/6/5	運用海外平台優勢，成功獲得主辦委任。本週中心拜訪運○公司葉副總，爭取該集團寧波廠聯貸主辦及運○自貸案，並成功取得該案，關鍵在於寧波廠為該集團發展重心，有人民幣週轉金需求，本次協同中國子行提出聯貸規畫，於大陸境內直接提供營運資金，有別於同業外債額度規畫，方能獲公司高層青睞。本次運用海外平台以差異化的產品解決顧客痛點，取得重要業務，再次展現玉山團隊的整合力及海外平台的價值。
2017/6/5	整合跨境服務，創造海外新局。笠○公司從事濾水器用儲水桶生產製造，RMTeam掌握集團於香港分行新開立帳戶需求，立即偕同CM團隊協助開戶作業，後續成功爭取2仟萬美元匯存香港分行；近期藉由資產配置及活化等議題，RMTeam與分行經理、分行/香港理專團隊分進合擊，區域召集人鄭副總扮演臨門一腳關鍵角色，讓顧客感受本行專業度並從「心」為出發點，成功於香港分行承作躉繳保險共1,370萬美元，創造新臺幣1,315萬元手收。VVIP顧客經營競爭激烈，惟有跨團隊/跨境合作，展現差異化服務滿足顧客需求，始可創造客我雙贏最大價值。
2017/6/5	優質廠辦深耕為長期經營基礎。長○公司主要業務為電器遙控模組製造商，以承接吊扇及燈飾大廠的訂單為主，今年2月成功代償同業廠辦貸款共1.8億元，今年除爭取授信餘額外，另成功收取手續費新臺幣85萬元，目前近三月存款實績逾2,000萬元，其他派生業務亦持續爭取中，包含偕同理專拜訪企業主，上週已開立員工薪轉帳40餘戶，預計7月開始撥薪。成功爭取廠辦貸款後，RMTeam更要持續深耕派生業務(金流、企業主理財、薪轉、網銀)，除增加本行非利收之外，雙方往來黏著度逐步增溫，亦可提高同業爭取的困難度。
2017/6/12	桃園企金中大組：遠○為中心外匯目標顧客，RMTeam與外匯組合作，提供信用狀諮詢與建議，協助公司處理信用狀交易貨物取回以減少損失，讓公司感受到本行是值得信賴的好夥伴。公司近三個月平均積數627萬美元，今年金流匯入逾新臺幣3.6億元，此外，公司前往印度設立子公司，中心主動規劃綜合額度項下新增外幣保證，已完成簽約，讓印度子公司可憑本行擔保信用狀在當地融資，將持續爭取更多元業務往來，為本行創造收益。
2017/6/12	台中企金中大組：昭○為國內第二大汽車AM塑膠件廠商，與中心配合有授信、存款、董事長夫婦VIP理財業務。感謝總行長官共同拜訪，今年以來中心與集團往來持續增溫，RMTeam掌握集團於大陸布局的時程，並與東莞分行分進合擊，順利爭取大陸子公司於東莞分行申請核准人民幣1,000萬元額度，近期已完成簽約與開戶，將於本週撥貸人民幣500萬元。善用本行跨境服務優勢，提供優質顧客最全面的服務。
2017/6/12	台中企金中小組：嘉○公司主要從事高端包裝綁帶之製造銷售，外銷佔五成以上。公司自分行成立即認識至今，尚無往來切入點，本次偕同分行理專至公司拜訪老闆娘鐘小姐及會計游小姐；會計表示，公司美金計帳成本約31元，近期因美金兌台幣跌至近30元，惜售台幣，故告知部份上游廠商延長支付貨款時間或改以美金付款；本次向游小姐說明本行的存單借款及SWAP產品，游小姐表示對此概念認同，當下亦請公司準備授信資料進行評估，另亦成功行銷鐘小姐本行世界卡。新戶商機存在於各業務端，適時結合分行行銷力量，使顧客留下美好印象，商機將接踵而來。
2017/6/12	掌握顧客交易動態，提升貿融聲量。技○從事半導體及光電產業相關設備的代理銷售及應用服務，並研發製造自有機台，近期公司將OBU承接的訂單移往DBU，據悉因訂單金額較大且採L/C交易模式，若後續有賣斷融資需求時，在DBU操作較為方便，RMTeam蒐集相關資訊與探詢需求後，轉知PM回覆公司疑問，成功獲公司肯定，並於近日將此系列交易(共200萬美元)的第一筆信用狀委本行託收。感謝貿融小組快速回應與專業建議，與中心共創貿融業務成功案例。
2017/6/12	經營家族傳承、股權移轉衍生商機。中心偕同理專前往拜訪路○蔡董，公司成立逾50年，為高雄地區金融同業爭取往來的優質企業。在中心的用心經營下，公司近兩年本行毛利貢獻均逾新臺幣1,000萬元，中心切入負責人家族理財業務，從稅務規劃、家族傳承和股權移轉等高資產客群最關注的議題切入，並結合稅務小組和理財職偕同拜訪。本次順利成交南山2p美元保單，折合APE逾新臺幣600萬元。RMTeam深知蔡董家族及家族投資公司更是龐大商機所在，故未來將持續加強客我關係，創造雙贏互惠的局面。
2017/6/12	專業與敏感度是爭取派生業務的關鍵。
全○公司實收資本額1.94億元，主要從事電晶體設計、研發及產銷業務，2016年營收6.58億元，自多年前逐步籌備公開發行。RMTeam平常即與公司保持良好互動，於額度續約時偕同玉證承銷部前往拜訪並洽談IPO相關業務，成功爭取擔任公司IPO主辦券商，已預計於2017年8月辦理公發並於年底登錄興櫃。本次於本行各產品線同仁互助合作下，掌握關鍵商機並發揮團隊力量，提升本行與顧客價值！
2017/6/12	服務客製化，創造派生業務。川○電機有限公司為專用馬達、測試系統製造商，為誠○集團分散營收所成立的關係戶，因應集團營運規模持續成長，有購買工業用地興建自有廠房需求，故參與台中市太平產業園區抽籤登記並順利中籤，目前同業報價以台企銀最優惠，土融成數9成，而合○銀亦以1.5%專案利率報價。RMTeam初步報價不遜於同業，並搭配集團王董個人於海外資產活化等跨境議題切入，成功吸引王董興趣，同意將增資款改於本行驗資(預計增資1,800萬)，本週偕同CM用印香港開戶資料，預計移轉兆豐香港的存款約130萬美元至本行。透過跨產品線一致性的服務，提供顧客TOTALSOLUTION，爭取更多優質顧客與本行配合，為本行SME市場聲量再下一城。
2017/6/19	台南企金中大組：新○主要生產銷售電子零件、汽車零配件及LED照明系統，屬資產型顧客，中心除聚焦法金業務，亦長期耕耘其OBU及高階主管財管業務，近期在中心與分行合作下，負責人洪董於本行承做類全委新臺幣3,000萬元。鑑於該顧客海外資產多，後續將追蹤更多的理財往來。
